Image Location,Analysis Region,Analysis Inputs,Object Id,XMin,XMax,YMin,YMax,Opal 520 Copies,Opal 520 Area (µm²),Opal 520 Classification,Opal 520 Cell Intensity,Opal 520 Avg Intensity,Opal 570 Copies,Opal 570 Area (µm²),Opal 570 Classification,Opal 570 Cell Intensity,Opal 570 Avg Intensity,Opal 620 Copies,Opal 620 Area (µm²),Opal 620 Classification,Opal 620 Cell Intensity,Opal 620 Avg Intensity,Opal 690 Copies,Opal 690 Area (µm²),Opal 690 Classification,Opal 690 Cell Intensity,Opal 690 Avg Intensity,Cell Area (µm²),Cytoplasm Area (µm²),Nucleus Area (µm²),Nucleus Perimeter (µm),Nucleus Roundness
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,9991,3642,3673,4122,4157,3,1.475814,1,0.319835,0.216718,3,2.705658,1,0.724582,0.267802,2,0.983876,1,0.230602,0.234381,20,13.77426,4,7.557097,0.548639,228.7511,128.1498,100.6013,48.60335,0.681401
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,10006,3875,3898,4150,4176,2,0.491938,1,0.093658,0.190386,3,1.229845,1,0.394733,0.320961,6,2.459689,2,1.021446,0.415275,35,20.16945,4,12.98277,0.643685,114.8675,83.62944,31.23806,24.79763,0.646382
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,10049,8982,8999,1107,1125,1,0.245969,1,0.044882,0.182472,43,11.0686,4,9.277328,0.838166,3,1.229845,1,0.246801,0.200677,19,7.1331,4,6.819892,0.956091,59.52448,29.02434,30.50015,22.81382,0.846897
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,10066,9086,9101,1143,1167,5,2.213721,2,0.599153,0.270654,101,28.28643,4,22.09876,0.78125,1,0.737907,1,0.228891,0.310189,39,15.74201,4,14.32409,0.909927,77.48022,44.02844,33.45177,24.79763,0.77068
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,10071,9002,9016,1162,1192,1,0.491938,1,0.089047,0.181012,7,5.657286,2,1.538879,0.272017,5,1.721783,2,0.547688,0.278332,4,2.951627,2,1.512756,0.512516,81.90766,52.88332,29.02434,30.74906,0.501071
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,10073,9017,9029,1167,1185,3,1.721783,1,0.371461,0.215742,95,19.18558,4,20.75918,1.08202,1,0.245969,1,0.071605,0.291116,42,19.18558,4,15.65207,0.815825,52.14542,34.68162,17.46379,15.87048,0.753246
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,10080,9067,9092,1176,1199,6,2.705658,2,0.648514,0.239688,236,38.61712,4,51.32959,1.329193,3,1.475814,1,0.447604,0.303293,47,22.38317,4,17.05377,0.761901,94.20611,66.16565,28.04046,24.79763,0.677242
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,10088,8982,9014,1195,1226,7,4.181472,2,0.85836,0.205277,206,54.11317,4,44.7226,0.826464,2,1.229845,1,0.330345,0.268607,156,46.48813,4,56.86434,1.223201,191.1179,97.64967,93.4682,48.60335,0.72733
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,10120,8947,8970,1260,1291,10,4.919379,3,1.286376,0.261491,42,12.79039,4,9.282638,0.725751,2,1.229845,1,0.266492,0.216688,165,25.82674,4,60.38899,2.338235,110.1941,49.68573,60.50836,36.70049,0.673713
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,10133,8949,8972,1291,1308,4,2.213721,2,0.473048,0.213689,49,13.77426,4,10.80291,0.784283,1,0.491938,1,0.090881,0.18474,55,17.21783,4,20.19448,1.172882,71.57697,48.70185,22.87511,20.33405,0.749063
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,10204,8520,8543,976,992,2,1.229845,1,0.266806,0.216943,2,0.491938,1,0.134035,0.272462,3,0.983876,1,0.306038,0.311054,9,5.657286,2,2.700559,0.477359,84.61332,52.88332,31.72999,24.79763,0.728396
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,10219,8672,8685,980,1003,1,0.491938,1,0.085179,0.17315,18,7.1331,4,4.068958,0.570433,1,0.245969,1,0.042165,0.171424,36,10.82263,4,13.43886,1.241736,65.67371,37.38728,28.28643,21.82191,0.856593
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,10273,8398,8432,1022,1054,2,0.983876,1,0.149118,0.151562,6,2.705658,2,1.068144,0.394782,1,0.245969,1,0.055561,0.225887,1,0.245969,1,0.114477,0.465412,165.7831,94.94402,70.83906,45.62764,0.59528
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,10278,8315,8340,1034,1059,2,0.983876,1,0.182504,0.185495,1,0.245969,1,0.064125,0.260704,1,0.245969,1,0.046069,0.187296,1,0.491938,1,0.255183,0.51873,99.37145,53.62123,45.75023,33.72477,0.653641
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,10284,8273,8301,1035,1054,5,1.967752,2,0.703671,0.357602,1,0.491938,1,0.129407,0.263056,41,10.3307,4,6.572702,0.63623,1,0.245969,1,0.094807,0.385444,101.3392,67.88743,33.45177,25.78953,0.691898
\\172.20.47.181\data\CTC_Lab\Polaris\2020-01(Jan)\ExpPHa04_FluorPairingVariants\ExpPHa04_unmixed\ExpPHa04_4_CD300E-NOTCH3-CSF1R-PDGFRB.tif,outline,Class List:;Classifier:;Classifier Output Type:Mask;Classify Registered:;Image Zoom:1;nuclear_dye:DAPI;num_probes:4;detect_cells:true;nuclear_contrast:0.51;nuclear_min_intensity:6;nuclear_segg_agg:0.7;nuclear_fill_holes:true;nuclear_min_area:11;nuclear_max_area:120;nuclear_roundness:0.1;cyto_radius:3;localize_results:false;min_plus1:1;min_plus2:4;min_plus3:10;min_plus4:16;num_phenotypes:0;verbose:true;FISH Probe 1:Opal 520;probe_contrast_threshold:0.555;probe_min_intensity:0.129;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.129;probe_segg_agg:0.7;FISH Probe 2:Opal 570;probe_contrast_threshold:0.532;probe_min_intensity:0.218;probe_min_spot_size:0.4;probe_max_spot_size:50;probe_copy_intensity:0.218;probe_segg_agg:0.7;FISH Probe 3:Opal 620;probe_contrast_threshold:0.507;probe_min_intensity:0.163;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.163;probe_segg_agg:0.7;FISH Probe 4:Opal 690;probe_contrast_threshold:0.544;probe_min_intensity:0.367;probe_min_spot_size:0.4;probe_max_spot_size:30;probe_copy_intensity:0.367;probe_segg_agg:0.7;output_image:Colocalization,10293,8246,8275,1038,1071,2,0.983876,1,0.18759,0.190664,1,0.245969,1,0.054564,0.221832,1,0.491938,1,0.085839,0.174492,6,3.689534,2,2.177182,0.590097,153.7306,91.74641,61.98417,37.19644,0.716838
